epoch,step,test_loss,test_r2,train_loss,train_r2_epoch,train_r2_step,valid_loss,valid_r2
15,1071,,,,,,0.6279905438423157,0.40400630235671997
15,1071,,,0.43952128291130066,0.5363655090332031,,,
16,1099,,,,,0.4632146954536438,,
16,1138,,,,,,0.6287606358528137,0.40327543020248413
16,1138,,,0.43836307525634766,0.5395354628562927,,,
17,1149,,,,,0.6138532161712646,,
17,1199,,,,,0.6052563786506653,,
17,1205,,,,,,0.630645751953125,0.40148645639419556
17,1205,,,0.4383384585380554,0.5358364582061768,,,
18,1249,,,,,0.4989328384399414,,
18,1272,,,,,,0.6308282017707825,0.40131330490112305
18,1272,,,0.4335823357105255,0.5458738803863525,,,
19,1299,,,,,0.31966471672058105,,
19,1339,,,,,,0.6271634101867676,0.40479129552841187
19,1339,,,0.4394418001174927,0.5355650186538696,,,
20,1349,,,,,0.407593309879303,,
20,1399,,,,,0.5288469791412354,,
20,1406,,,,,,0.6313099265098572,0.400856077671051
20,1406,,,0.4359316825866699,0.5395286679267883,,,
21,1449,,,,,0.6952509880065918,,
21,1473,,,,,,0.632361114025116,0.39985835552215576
21,1473,,,0.43217936158180237,0.5472935438156128,,,
22,1499,,,,,0.5762686729431152,,
22,1540,,,,,,0.6240414977073669,0.40775418281555176
22,1540,,,0.43335264921188354,0.5482265949249268,,,
23,1549,,,,,0.44923144578933716,,
23,1599,,,,,0.43769413232803345,,
23,1607,,,,,,0.6228086948394775,0.4089241623878479
23,1607,,,0.43774980306625366,0.5408002734184265,,,
24,1649,,,,,0.3698621392250061,,
24,1674,,,,,,0.6255295872688293,0.40634191036224365
24,1674,,,0.4343269169330597,0.5457291007041931,,,
25,1699,,,,,0.5596352815628052,,
25,1741,,,,,,0.624899685382843,0.4069398045539856
25,1741,,,0.4327642023563385,0.5411118865013123,,,
26,1749,,,,,0.36829662322998047,,
26,1799,,,,,0.702924370765686,,
26,1808,,,,,,0.6262789964675903,0.4056307077407837
26,1808,,,0.4300360381603241,0.5447431802749634,,,
27,1849,,,,,0.6830565929412842,,
27,1875,,,,,,0.6236941814422607,0.40808379650115967
27,1875,,,0.4340766966342926,0.5424144268035889,,,
28,1899,,,,,0.37315231561660767,,
28,1942,,,,,,0.6263452172279358,0.40556782484054565
28,1942,,,0.4337429404258728,0.5442402958869934,,,
29,1949,,,,,0.5620479583740234,,
29,1999,,,,,0.6705949306488037,,
29,2009,,,,,,0.6309598088264465,0.4011884331703186
29,2009,,,0.4292069673538208,0.5489804148674011,,,
30,2049,,,,,0.6245191097259521,,
30,2076,,,,,,0.6209657192230225,0.41067320108413696
30,2076,,,0.43146735429763794,0.5442083477973938,,,
31,2099,,,,,0.5454075932502747,,
31,2143,,,,,,0.6236436367034912,0.40813177824020386
31,2143,,,0.4293045401573181,0.5449689030647278,,,
32,2149,,,,,0.5410411357879639,,
32,2199,,,,,0.4795423746109009,,
32,2210,,,,,,0.6290286183357239,0.40302109718322754
32,2210,,,0.4317200183868408,0.5446314811706543,,,
33,2249,,,,,0.6113412380218506,,
33,2277,,,,,,0.6253513097763062,0.4065110683441162
33,2277,,,0.4266822338104248,0.5546413660049438,,,
34,2299,,,,,0.5276858806610107,,
34,2344,,,,,,0.622192919254303,0.40950852632522583
34,2344,,,0.43086129426956177,0.5450125336647034,,,
35,2349,,,,,0.5818800926208496,,
35,2399,,,,,0.45540928840637207,,
35,2411,,,,,,0.6233159899711609,0.4084426760673523
35,2411,,,0.42528435587882996,0.552970826625824,,,
36,2449,,,,,0.4908078908920288,,
36,2478,,,,,,0.626046895980835,0.40585094690322876
36,2478,,,0.42989951372146606,0.5438857078552246,,,
37,2499,,,,,0.47038376331329346,,
37,2545,,,,,,0.6212612390518188,0.4103928208351135
37,2545,,,0.4270905554294586,0.5471960306167603,,,
38,2549,,,,,0.4913427233695984,,
38,2599,,,,,0.6187918186187744,,
38,2612,,,,,,0.6223435997962952,0.40936559438705444
38,2612,,,0.4277085065841675,0.5513899922370911,,,
39,2649,,,,,0.17914479970932007,,
39,2679,,,,,,0.6260870695114136,0.4058128595352173
39,2679,,,0.42704617977142334,0.5486123561859131,,,
40,2699,,,,,0.5822986960411072,,
40,2746,,,,,,0.6221778988838196,0.40952277183532715
40,2746,,,0.4266923666000366,0.5467425584793091,,,
41,2749,,,,,0.5568770170211792,,
41,2799,,,,,0.336872935295105,,
41,2813,,,,,,0.6256901025772095,0.40618956089019775
41,2813,,,0.42318281531333923,0.5553183555603027,,,
42,2849,,,,,0.533209502696991,,
42,2880,,,,,,0.6276450157165527,0.40433424711227417
42,2880,,,0.4246904253959656,0.5501213669776917,,,
43,2899,,,,,0.6368886232376099,,
43,2947,,,,,,0.6218150854110718,0.40986716747283936
43,2947,,,0.4316153824329376,0.5452889800071716,,,
44,2949,,,,,0.6771414875984192,,
44,2999,,,,,0.3963889479637146,,
44,3014,,,,,,0.6228117346763611,0.4089212417602539
44,3014,,,0.4284311830997467,0.5532563328742981,,,
45,3049,,,,,0.42190414667129517,,
45,3081,,,,,,0.6275837421417236,0.4043923616409302
45,3081,,,0.4322931170463562,0.5454628467559814,,,
46,3099,,,,,0.43946635723114014,,
46,3148,,,,,,0.6237448453903198,0.4080358147621155
46,3148,,,0.4243619441986084,0.5558186769485474,,,
47,3149,,,,,0.6243075132369995,,
47,3199,,,,,0.5663985013961792,,
47,3215,,,,,,0.6211643815040588,0.4104846715927124
47,3215,,,0.4283400774002075,0.5485599040985107,,,
48,3249,,,,,0.4779762625694275,,
48,3282,,,,,,0.6233755350112915,0.40838623046875
48,3282,,,0.4196421205997467,0.5605744123458862,,,
49,3299,,,,,0.6560977697372437,,
49,3349,,,,,0.6265838146209717,,
49,3349,,,,,,0.6320511102676392,0.4001527428627014
49,3349,,,0.42459818720817566,0.5504398941993713,,,
50,3399,,,,,0.4075854420661926,,
50,3416,,,,,,0.6254162192344666,0.406449556350708
50,3416,,,0.4262271225452423,0.5497345924377441,,,
51,3449,,,,,0.6064894199371338,,
51,3483,,,,,,0.6206597089767456,0.41096365451812744
51,3483,,,0.4170074462890625,0.5617514252662659,,,
52,3499,,,,,0.51011061668396,,
52,3549,,,,,0.7066725492477417,,
52,3550,,,,,,0.6222735643386841,0.4094318747520447
52,3550,,,0.42951399087905884,0.5452482104301453,,,
53,3599,,,,,0.7410421371459961,,
53,3617,,,,,,0.6245216131210327,0.40729856491088867
53,3617,,,0.42373213171958923,0.5568333864212036,,,
54,3649,,,,,0.5788185000419617,,
54,3684,,,,,,0.6243531107902527,0.40745842456817627
54,3684,,,0.42249858379364014,0.5524041056632996,,,
55,3699,,,,,0.6842373609542847,,
55,3749,,,,,0.6721192598342896,,
55,3751,,,,,,0.6271037459373474,0.4048478603363037
55,3751,,,0.4254101812839508,0.5543196201324463,,,
56,3799,,,,,0.5918627977371216,,
56,3818,,,,,,0.6251862049102783,0.4066677689552307
56,3818,,,0.42532262206077576,0.5548356771469116,,,
57,3849,,,,,0.6300787329673767,,
57,3885,,,,,,0.6209020614624023,0.4107336401939392
57,3885,,,0.4229220449924469,0.5508826971054077,,,
58,3899,,,,,0.6333669424057007,,
58,3949,,,,,0.522226095199585,,
58,3952,,,,,,0.6247161030769348,0.4071139693260193
58,3952,,,0.4236285984516144,0.5512384176254272,,,
59,3999,,,,,0.5042120218276978,,
59,4019,,,,,,0.6218658685684204,0.40981900691986084
59,4019,,,0.42275258898735046,0.556025505065918,,,
60,4049,,,,,0.5792622566223145,,
60,4086,,,,,,0.624056875705719,0.4077395796775818
60,4086,,,0.42410704493522644,0.552544355392456,,,
61,4099,,,,,0.3473811745643616,,
61,4149,,,,,0.5873807668685913,,
61,4153,,,,,,0.6218282580375671,0.4098546504974365
61,4153,,,0.42215946316719055,0.5486732125282288,,,
62,4199,,,,,0.7693287134170532,,
62,4220,,,,,,0.6207106113433838,0.4109153747558594
62,4220,,,0.4199659824371338,0.5522981882095337,,,
63,4249,,,,,0.31603503227233887,,
63,4287,,,,,,0.623758852481842,0.4080224633216858
63,4287,,,0.42719724774360657,0.5482763648033142,,,
64,4299,,,,,0.2638012766838074,,
64,4349,,,,,0.5003693103790283,,
64,4354,,,,,,0.6223531365394592,0.40935641527175903
64,4354,,,0.41960591077804565,0.5534902811050415,,,
65,4399,,,,,0.5354105830192566,,
65,4421,,,,,,0.6246293187141418,0.4071962833404541
65,4421,,,0.4206989109516144,0.5569606423377991,,,
66,4449,,,,,0.6050953269004822,,
66,4488,,,,,,0.6213878989219666,0.410272479057312
66,4488,,,0.4241490364074707,0.5519953370094299,,,
67,4499,,,,,0.6216089725494385,,
67,4549,,,,,0.4277816414833069,,
67,4555,,,,,,0.6202844381332397,0.4113197922706604
67,4555,,,0.4211888611316681,0.5581426620483398,,,
68,4599,,,,,0.5444937944412231,,
68,4622,,,,,,0.619059145450592,0.4124826192855835
68,4622,,,0.42700615525245667,0.5526096820831299,,,
69,4649,,,,,0.5685795545578003,,
69,4689,,,,,,0.6200025677680969,0.41158729791641235
69,4689,,,0.4191748797893524,0.5596125721931458,,,
70,4699,,,,,0.5175389051437378,,
70,4749,,,,,0.33220696449279785,,
70,4756,,,,,,0.6221891641616821,0.40951210260391235
70,4756,,,0.42004600167274475,0.5564597845077515,,,
71,4799,,,,,0.6162956357002258,,
71,4823,,,,,,0.6228058934211731,0.408926784992218
71,4823,,,0.4214403033256531,0.5559670925140381,,,
72,4849,,,,,0.49027568101882935,,
72,4890,,,,,,0.6269806027412415,0.4049648642539978
72,4890,,,0.42144539952278137,0.5563909411430359,,,
73,4899,,,,,0.5459202527999878,,
73,4949,,,,,0.5823172330856323,,
73,4957,,,,,,0.6217166781425476,0.40996062755584717
73,4957,,,0.41964098811149597,0.5547730922698975,,,
74,4999,,,,,0.7444074153900146,,
74,5024,,,,,,0.6232532262802124,0.4085022807121277
74,5024,,,0.4209793210029602,0.5564733147621155,,,
75,5049,,,,,0.5463727116584778,,
75,5091,,,,,,0.6214519143104553,0.41021180152893066
75,5091,,,0.4192340075969696,0.5597724318504333,,,
76,5099,,,,,0.5374252796173096,,
76,5149,,,,,0.5428216457366943,,
76,5158,,,,,,0.6293581128120422,0.40270841121673584
76,5158,,,0.42369893193244934,0.5546615719795227,,,
77,5199,,,,,0.4572054147720337,,
77,5225,,,,,,0.6211054921150208,0.4105405807495117
77,5225,,,0.4203876554965973,0.5566403865814209,,,
78,5249,,,,,0.6966921091079712,,
78,5292,,,,,,0.6195375919342041,0.41202861070632935
78,5292,,,0.41914933919906616,0.5590943098068237,,,
79,5299,,,,,0.5785175561904907,,
79,5349,,,,,0.49683648347854614,,
79,5359,,,,,,0.6215723752975464,0.4100974202156067
79,5359,,,0.4187813401222229,0.5567145347595215,,,
80,5399,,,,,0.46991050243377686,,
80,5426,,,,,,0.6188998222351074,0.41263389587402344
80,5426,,,0.4158806800842285,0.5597162246704102,,,
81,5449,,,,,0.3810868263244629,,
81,5493,,,,,,0.6253965497016907,0.40646815299987793
81,5493,,,0.4173915684223175,0.5580571293830872,,,
82,5499,,,,,0.575131893157959,,
82,5549,,,,,0.5539475679397583,,
82,5560,,,,,,0.6215096116065979,0.4101570248603821
82,5560,,,0.42109283804893494,0.5559024810791016,,,
83,5599,,,,,0.5088517665863037,,
83,5627,,,,,,0.6208001971244812,0.4108302593231201
83,5627,,,0.42269426584243774,0.5536004900932312,,,
84,5649,,,,,0.5950191020965576,,
84,5694,,,,,,0.619577169418335,0.4119910001754761
84,5694,,,0.42032548785209656,0.5545125007629395,,,
85,5699,,,,,0.6219954490661621,,
85,5749,,,,,0.6205031871795654,,
85,5761,,,,,,0.6208513379096985,0.41078174114227295
85,5761,,,0.42183515429496765,0.5488407015800476,,,
86,5799,,,,,0.47230684757232666,,
86,5828,,,,,,0.6218208074569702,0.4098617434501648
86,5828,,,0.4209400415420532,0.5601553916931152,,,
87,5849,,,,,0.48322147130966187,,
87,5895,,,,,,0.6240294575691223,0.40776562690734863
87,5895,,,0.41988879442214966,0.559345006942749,,,
88,5899,,,,,0.569501519203186,,
88,5949,,,,,0.48233532905578613,,
88,5962,,,,,,0.6262310743331909,0.4056761860847473
88,5962,,,0.42078009247779846,0.5492907762527466,,,
89,5999,,,,,0.569292426109314,,
89,6029,,,,,,0.6211728453636169,0.4104766249656677
89,6029,,,0.4192027747631073,0.5591444969177246,,,
90,6049,,,,,0.5300369262695312,,
90,6096,,,,,,0.6241261959075928,0.407673716545105
90,6096,,,0.4148615300655365,0.5640245676040649,,,
91,6099,,,,,0.5006271004676819,,
91,6149,,,,,0.6467559337615967,,
91,6163,,,,,,0.6222793459892273,0.4094265103340149
91,6163,,,0.41735711693763733,0.5628536343574524,,,
92,6199,,,,,0.6000840067863464,,
92,6230,,,,,,0.618969202041626,0.41256803274154663
92,6230,,,0.4179210960865021,0.5612195730209351,,,
93,6249,,,,,0.5596891045570374,,
93,6297,,,,,,0.6199345588684082,0.4116518497467041
93,6297,,,0.4212026000022888,0.554855465888977,,,
94,6299,,,,,0.6195764541625977,,
94,6349,,,,,0.2732989192008972,,
94,6364,,,,,,0.6223745942115784,0.4093361496925354
94,6364,,,0.41850122809410095,0.5566390156745911,,,
95,6399,,,,,0.5047904849052429,,
95,6431,,,,,,0.6222912669181824,0.4094151258468628
95,6431,,,0.41953760385513306,0.5554025173187256,,,
96,6449,,,,,0.6628807783126831,,
96,6498,,,,,,0.623775839805603,0.4080061912536621
96,6498,,,0.41176626086235046,0.5654072165489197,,,
97,6499,,,,,0.32008928060531616,,
97,6549,,,,,0.24994254112243652,,
97,6565,,,,,,0.6254019737243652,0.40646302700042725
97,6565,,,0.41827109456062317,0.5577458739280701,,,
98,6599,,,,,0.476076602935791,,
98,6632,,,,,,0.625291645526886,0.40656769275665283
98,6632,,,0.4189397394657135,0.5559943318367004,,,
99,6649,,,,,0.6718202233314514,,
99,6699,,,,,0.535832405090332,,
99,6699,,,,,,0.6204838156700134,0.4111306071281433
99,6699,,,0.41716086864471436,0.5600079894065857,,,
100,6749,,,,,0.4909096360206604,,
100,6766,,,,,,0.6218997836112976,0.40978676080703735
100,6766,,,0.4214475750923157,0.5520455241203308,,,
101,6799,,,,,0.7178056240081787,,
101,6833,,,,,,0.621769368648529,0.40991055965423584
101,6833,,,0.41982489824295044,0.5551235675811768,,,
102,6849,,,,,0.6791320443153381,,
102,6899,,,,,0.7976900339126587,,
102,6900,,,,,,0.619856595993042,0.41172587871551514
102,6900,,,0.4136344790458679,0.5657109022140503,,,
103,6949,,,,,0.7160505652427673,,
103,6967,,,,,,0.6301496028900146,0.4019573926925659
103,6967,,,0.42169496417045593,0.5520224571228027,,,
104,6999,,,,,0.6337183713912964,,
104,7034,,,,,,0.6208741664886475,0.4107601046562195
104,7034,,,0.4151034653186798,0.5648114085197449,,,
105,7049,,,,,0.43703192472457886,,
105,7099,,,,,0.5654376149177551,,
105,7101,,,,,,0.6183821558952332,0.4131251573562622
105,7101,,,0.4152727425098419,0.5617804527282715,,,
106,7149,,,,,0.5397119522094727,,
106,7168,,,,,,0.6261520385742188,0.40575122833251953
106,7168,,,0.4124737083911896,0.5646154284477234,,,
107,7199,,,,,0.6245895624160767,,
107,7235,,,,,,0.623336136341095,0.40842360258102417
107,7235,,,0.41831454634666443,0.5601209998130798,,,
108,7249,,,,,0.5535775423049927,,
108,7299,,,,,0.4010127782821655,,
108,7302,,,,,,0.6184613108634949,0.4130500555038452
108,7302,,,0.4185030162334442,0.5560301542282104,,,
109,7349,,,,,0.45101749897003174,,
109,7369,,,,,,0.6191445589065552,0.41240161657333374
109,7369,,,0.41981709003448486,0.5582176446914673,,,
110,7399,,,,,0.6824460029602051,,
110,7436,,,,,,0.6181836128234863,0.413313627243042
110,7436,,,0.4160236120223999,0.5609812140464783,,,
111,7449,,,,,0.5518849492073059,,
111,7499,,,,,0.5932347774505615,,
111,7503,,,,,,0.6216375231742859,0.4100356698036194
111,7503,,,0.41620516777038574,0.5600157380104065,,,
112,7549,,,,,0.3578503727912903,,
112,7570,,,,,,0.6223023533821106,0.4094047546386719
112,7570,,,0.41618654131889343,0.5608519315719604,,,
113,7599,,,,,0.5044872760772705,,
113,7637,,,,,,0.6237778067588806,0.4080044627189636
113,7637,,,0.41620156168937683,0.5584035515785217,,,
114,7649,,,,,0.5649117231369019,,
114,7699,,,,,0.6495633721351624,,
114,7704,,,,,,0.6215972900390625,0.4100738763809204
114,7704,,,0.4127921760082245,0.5651901364326477,,,
115,7749,,,,,0.6764557361602783,,
115,7771,,,,,,0.621477484703064,0.41018760204315186
115,7771,,,0.4202093482017517,0.5518059134483337,,,
116,7799,,,,,0.6466208100318909,,
116,7838,,,,,,0.6288451552391052,0.403195321559906
116,7838,,,0.4161073863506317,0.5554612278938293,,,
117,7849,,,,,0.5172634124755859,,
117,7899,,,,,0.6230860948562622,,
117,7905,,,,,,0.6189896464347839,0.41254860162734985
117,7905,,,0.4142783582210541,0.56522136926651,,,
118,7949,,,,,0.4908674359321594,,
118,7972,,,,,,0.620769202709198,0.41085976362228394
118,7972,,,0.4155144691467285,0.562048077583313,,,
119,7999,,,,,0.6612133979797363,,
119,8039,,,,,,0.6199673414230347,0.41162073612213135
119,8039,,,0.41872265934944153,0.5576005578041077,,,
120,8049,,,,,0.6031882762908936,,
120,8099,,,,,0.5250349044799805,,
120,8106,,,,,,0.6260600090026855,0.4058384895324707
120,8106,,,0.4174480736255646,0.5586118102073669,,,
121,8149,,,,,0.6366056203842163,,
121,8173,,,,,,0.6199396848678589,0.4116470217704773
121,8173,,,0.4134863317012787,0.5627297759056091,,,
122,8199,,,,,0.6393751502037048,,
122,8240,,,,,,0.6238353252410889,0.40794986486434937
122,8240,,,0.4167119562625885,0.5555182695388794,,,
123,8249,,,,,0.35746604204177856,,
123,8299,,,,,0.6249170303344727,,
123,8307,,,,,,0.6196373105049133,0.411933958530426
123,8307,,,0.41834747791290283,0.5610813498497009,,,
124,8349,,,,,0.5068894624710083,,
124,8374,,,,,,0.6190871000289917,0.41245603561401367
124,8374,,,0.41980329155921936,0.55613112449646,,,
125,8399,,,,,0.5832611322402954,,
125,8441,,,,,,0.6182803511619568,0.4132217764854431
125,8441,,,0.4186581075191498,0.5550491809844971,,,
126,8449,,,,,0.5296787023544312,,
126,8499,,,,,0.6765272617340088,,
126,8508,,,,,,0.6259811520576477,0.40591341257095337
126,8508,,,0.41294994950294495,0.5608479976654053,,,
127,8549,,,,,0.39171648025512695,,
127,8575,,,,,,0.6220576763153076,0.409636914730072
127,8575,,,0.4172214865684509,0.5538360476493835,,,
128,8599,,,,,0.6257110834121704,,
128,8642,,,,,,0.6199461817741394,0.41164082288742065
128,8642,,,0.4161980152130127,0.5572609305381775,,,
129,8649,,,,,0.605311393737793,,
129,8699,,,,,0.6057333946228027,,
129,8709,,,,,,0.627595841884613,0.4043809771537781
129,8709,,,0.41402149200439453,0.5633223056793213,,,
130,8749,,,,,0.5317786931991577,,
130,8776,,,,,,0.624118447303772,0.4076812267303467
130,8776,,,0.41678786277770996,0.5568583011627197,,,
131,8799,,,,,0.7267107963562012,,
131,8843,,,,,,0.6173514723777771,0.4141033887863159
131,8843,,,0.4152339994907379,0.5623679757118225,,,
132,8849,,,,,0.38838768005371094,,
132,8899,,,,,0.6607873439788818,,
132,8910,,,,,,0.6180505752563477,0.4134398102760315
132,8910,,,0.4124985635280609,0.5639926791191101,,,
133,8949,,,,,0.5049096345901489,,
133,8977,,,,,,0.6253660321235657,0.40649712085723877
133,8977,,,0.4158886969089508,0.5579906105995178,,,
134,8999,,,,,0.5478502511978149,,
134,9044,,,,,,0.6229282021522522,0.40881073474884033
134,9044,,,0.4177663028240204,0.5514453649520874,,,
135,9049,,,,,0.6528666019439697,,
135,9099,,,,,0.6129544377326965,,
135,9111,,,,,,0.6206694841384888,0.4109542965888977
135,9111,,,0.4166959226131439,0.562160074710846,,,
136,9149,,,,,0.6440612077713013,,
136,9178,,,,,,0.6245912909507751,0.4072323441505432
136,9178,,,0.41150516271591187,0.5656597018241882,,,
137,9199,,,,,0.505440354347229,,
137,9245,,,,,,0.6239204406738281,0.4078691005706787
137,9245,,,0.41537073254585266,0.5593484044075012,,,
138,9249,,,,,0.6334633827209473,,
138,9299,,,,,0.5080347061157227,,
138,9312,,,,,,0.6191977262496948,0.412351131439209
138,9312,,,0.4134924113750458,0.5615640878677368,,,
139,9349,,,,,0.5783736705780029,,
139,9379,,,,,,0.6178637146949768,0.41361719369888306
139,9379,,,0.4093281328678131,0.5735449194908142,,,
140,9399,,,,,0.6930865049362183,,
140,9446,,,,,,0.6198785901069641,0.4117048978805542
140,9446,,,0.41323912143707275,0.5607478022575378,,,
141,9449,,,,,0.4784089922904968,,
141,9499,,,,,0.7173494100570679,,
141,9513,,,,,,0.6237226128578186,0.40805673599243164
141,9513,,,0.41565456986427307,0.5570869445800781,,,
142,9549,,,,,0.6318275928497314,,
142,9580,,,,,,0.6204121708869934,0.4111986756324768
142,9580,,,0.41488176584243774,0.5624186992645264,,,
143,9599,,,,,0.6245386600494385,,
143,9647,,,,,,0.6243202090263367,0.40748971700668335
143,9647,,,0.4112258553504944,0.5655900239944458,,,
144,9649,,,,,0.6210205554962158,,
144,9699,,,,,0.5984811782836914,,
144,9714,,,,,,0.6218096613883972,0.4098724126815796
144,9714,,,0.41321924328804016,0.5610108971595764,,,
145,9749,,,,,0.5920261144638062,,
145,9781,,,,,,0.6269258856773376,0.4050167202949524
145,9781,,,0.4142070710659027,0.5638625621795654,,,
146,9799,,,,,0.49960649013519287,,
146,9848,,,,,,0.6200952529907227,0.4114993214607239
146,9848,,,0.41508832573890686,0.5618408918380737,,,
147,9849,,,,,0.6284491419792175,,
147,9899,,,,,0.5668444633483887,,
147,9915,,,,,,0.6216294765472412,0.41004329919815063
147,9915,,,0.4134470224380493,0.5577821731567383,,,
148,9949,,,,,0.4789773225784302,,
148,9982,,,,,,0.621137261390686,0.41051042079925537
148,9982,,,0.41416794061660767,0.5642701983451843,,,
149,9999,,,,,0.5985078811645508,,
149,10049,,,,,0.5671284198760986,,
149,10049,,,,,,0.6218907237052917,0.409795343875885
149,10049,,,0.4112181067466736,0.568233072757721,,,
150,10099,,,,,0.4514648914337158,,
150,10116,,,,,,0.6234012842178345,0.4083617329597473
150,10116,,,0.4133903980255127,0.569011926651001,,,
151,10149,,,,,0.5165622234344482,,
151,10183,,,,,,0.6204471588134766,0.41116535663604736
151,10183,,,0.41440850496292114,0.5664770603179932,,,
152,10199,,,,,0.656078577041626,,
152,10249,,,,,0.5191185474395752,,
152,10250,,,,,,0.624430239200592,0.40738534927368164
152,10250,,,0.41509947180747986,0.5625367164611816,,,
153,10299,,,,,0.5541256666183472,,
153,10317,,,,,,0.6241572499275208,0.4076443314552307
153,10317,,,0.41146841645240784,0.5655157566070557,,,
154,10349,,,,,0.6295630931854248,,
154,10384,,,,,,0.6197285056114197,0.41184741258621216
154,10384,,,0.4100232720375061,0.5656461715698242,,,
155,10399,,,,,0.3722655773162842,,
155,10449,,,,,0.5545951128005981,,
155,10451,,,,,,0.6197781562805176,0.4118003249168396
155,10451,,,0.41155654191970825,0.5619722604751587,,,
156,10499,,,,,0.7021530866622925,,
156,10518,,,,,,0.6237778067588806,0.4080044627189636
156,10518,,,0.4118618965148926,0.567383348941803,,,
157,10549,,,,,0.5061261057853699,,
157,10585,,,,,,0.6215946078300476,0.410076379776001
157,10585,,,0.4172498881816864,0.5587666630744934,,,
158,10599,,,,,0.46680372953414917,,
158,10649,,,,,0.6120652556419373,,
158,10652,,,,,,0.6227508783340454,0.40897905826568604
158,10652,,,0.41129207611083984,0.5671688914299011,,,
159,10699,,,,,0.6039907932281494,,
159,10719,,,,,,0.6223947405815125,0.4093170166015625
159,10719,,,0.4096357524394989,0.5675625801086426,,,
160,10749,,,,,0.6336356401443481,,
160,10786,,,,,,0.6244639158248901,0.4073532819747925
160,10786,,,0.4090431332588196,0.5691152215003967,,,
161,10799,,,,,0.6085682511329651,,
161,10849,,,,,0.5708374977111816,,
161,10853,,,,,,0.6285488605499268,0.4034764766693115
161,10853,,,0.4136732220649719,0.5673061609268188,,,
162,10899,,,,,0.5468746423721313,,
162,10920,,,,,,0.622041642665863,0.40965211391448975
162,10920,,,0.4128079116344452,0.5663379430770874,,,
163,10949,,,,,0.6541438102722168,,
163,10987,,,,,,0.6202819347381592,0.4113222360610962
163,10987,,,0.4121358394622803,0.5624055862426758,,,
164,10999,,,,,0.5374758243560791,,
164,11049,,,,,0.602620005607605,,
164,11054,,,,,,0.6218200922012329,0.4098623991012573
164,11054,,,0.41470104455947876,0.5625612139701843,,,
165,11099,,,,,0.4823225140571594,,
165,11121,,,,,,0.6238577961921692,0.40792858600616455
165,11121,,,0.4137651026248932,0.5562916994094849,,,
166,11149,,,,,0.48729872703552246,,
166,11188,,,,,,0.6227285861968994,0.4090001583099365
166,11188,,,0.4141903221607208,0.5632566213607788,,,
167,11199,,,,,0.4851441979408264,,
167,11249,,,,,0.6815691590309143,,
167,11255,,,,,,0.6322309970855713,0.39998185634613037
167,11255,,,0.4091784954071045,0.5681709051132202,,,
168,11299,,,,,0.5413227081298828,,
168,11322,,,,,,0.6304299831390381,0.401691198348999
168,11322,,,0.41142377257347107,0.5647562742233276,,,
169,11349,,,,,0.683536946773529,,
